Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,CLTV,Engagement Score,Churn Probability,Risk Tier,Retention Priority Score,Customer Segment,Retention Recommendation
Male,No,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.7,5071.05,1,5897,4,0.41317523906638826,Medium Risk,2436.4943847744917,Loyal Customer,Offer annual plan discount | Offer security package | Provide pricing discount
Male,No,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,89.75,5769.6,1,6110,3,0.09421226973043093,Low Risk,575.636968052933,Loyal Customer,Provide free tech support trial | Provide pricing discount
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.3,20.3,1,3830,0,0.29769102714296813,Low Risk,1140.156633957568,Loyal Customer,Offer annual plan discount | Promote service bundle
Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.95,700.85,1,2016,3,0.846068331534301,High Risk,1705.673756373151,New Customer At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount
Male,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,181.7,1,5569,2,0.8393825700805311,High Risk,4674.521532778477,Valuable At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount | Promote service bundle
Female,No,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.29999999999998,4016.85,1,4880,2,0.3938816203243277,Medium Risk,1922.1423071827194,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount | Promote service bundle
Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.29999999999998,74.29999999999998,1,5996,1,0.6154352291679481,Medium Risk,3690.149634091017,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,No,No,No,1,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,44.65,44.65,1,3704,3,0.5308813959320592,Medium Risk,1966.3846905323471,Loyal Customer,Offer annual plan discount | Offer security package
Male,No,Yes,No,13,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,84.04999999999998,1095.3,1,4745,2,0.5715789203044431,Medium Risk,2712.1419768445826,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Provide pricing discount | Promote service bundle
Male,No,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.7,788.7999999999998,1,3492,1,0.5842766837381185,Medium Risk,2040.2941796135096,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount | Promote service bundle
Male,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.7,364.55,1,2777,3,0.788872797498593,High Risk,2190.6997586535927,New Customer At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,20.4,1,3663,0,0.24252555952013227,Low Risk,888.3711245222445,Loyal Customer,Offer annual plan discount | Promote service bundle
Male,No,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,102.6,4213.35,1,2098,4,0.373305526911204,Medium Risk,783.194995459706,Loyal Customer,Offer security package | Provide pricing discount
Male,No,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.0,7723.7,1,4072,4,0.15785161245183382,Low Risk,642.7717659038673,Loyal Customer,Provide free tech support trial | Offer security package | Provide pricing discount
Female,No,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.1,154.65,1,4412,2,0.067030518080874,Low Risk,295.7386457728161,Loyal Customer,Offer annual plan discount | Promote service bundle
Male,No,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.5,7348.8,1,4859,4,0.10458454776197722,Low Risk,508.1763175754473,Loyal Customer,Offer security package | Provide pricing discount
Female,No,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.05,2954.5,1,3590,2,0.5861426819405385,Medium Risk,2104.2522281665333,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount | Promote service bundle
Female,Yes,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.5,3807.35,1,5748,1,0.3467949245438717,Medium Risk,1993.3772262781745,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Promote service bundle
Female,No,Yes,No,72,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,54.2,3937.45,1,4481,4,0.057690816868520546,Low Risk,258.5125503878406,Loyal Customer,Provide free tech support trial | Offer security package
Female,No,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.25,418.4,1,5816,0,0.6231993162693772,Medium Risk,3624.5272234226977,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,No,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.5,50.5,1,2077,1,0.5274178438071074,Medium Risk,1095.446861587362,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,74.4,1,3429,0,0.7759293075865649,High Risk,2660.661595714331,New Customer At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,No,No,No,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,79.45,2587.7,1,2872,4,0.1374417105053368,Low Risk,394.7325925713273,Loyal Customer,Offer security package
Male,No,No,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.65,6219.6,1,5411,4,0.24280618153452657,Low Risk,1313.8242482833232,Loyal Customer,Offer security package | Provide pricing discount
Male,Yes,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,4871.05,1,5166,3,0.6545807386886862,Medium Risk,3381.564096065753,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount
Male,No,No,No,44,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,100.55,4398.15,1,3486,4,0.30772270875105534,Medium Risk,1072.721362706179,Loyal Customer,Offer annual plan discount | Offer security package | Provide pricing discount
Male,No,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.65,167.3,1,5332,3,0.6981842049295429,Medium Risk,3722.7181806843228,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount
Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,94.4,1,5764,3,0.7452209910409622,High Risk,4295.453792360106,Valuable At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),55.0,55.0,1,3809,1,0.5328684394653763,Medium Risk,2029.6958859236183,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.45,101.45,1,4390,3,0.8310419739033867,High Risk,3648.2742654358676,New Customer At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount
Female,No,Yes,No,5,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),67.95,350.3,1,3889,3,0.44861785262094067,Medium Risk,1744.6748288428382,Loyal Customer,Offer annual plan discount | Offer security package
Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.5,69.5,1,3365,0,0.719938754985976,High Risk,2422.5939105278094,New Customer At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.85,18.85,1,4132,0,0.28804295127627577,Low Risk,1190.1934746735715,Loyal Customer,Offer annual plan discount | Promote service bundle
Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.2,69.2,1,4073,0,0.7220679305316517,High Risk,2940.9826810554177,New Customer At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,1,5258,0,0.7174714081872611,High Risk,3772.4646642486186,Valuable At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,Yes,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.85,4086.3,1,2837,3,0.5349253261191683,Medium Risk,1517.5831502000806,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Provide pricing discount
Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.29999999999998,82.29999999999998,1,4278,2,0.6762505352585321,Medium Risk,2892.999789836,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount | Promote service bundle
Male,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.25,267.6,1,4183,1,0.6907694785640652,Medium Risk,2889.488728833485,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Female,No,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.59999999999998,1115.2,1,2659,1,0.7337467254981141,High Risk,1951.0325430994856,Price Sensitive,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount | Promote service bundle
Female,No,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.4,5435.6,1,5989,3,0.27405053068622115,Low Risk,1641.2886282797785,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Provide pricing discount
Female,No,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,4186.3,1,5458,2,0.6853031330645446,Medium Risk,3740.3845002662842,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount | Promote service bundle
Male,Yes,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.05,25.05,1,2119,0,0.7023894018486263,High Risk,1488.363142517239,New Customer At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Female,No,No,No,29,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.1,712.85,1,2796,0,0.2923898850909028,Low Risk,817.5221187141642,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,No,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,48.95,48.95,1,3913,1,0.1400064391374365,Low Risk,547.845196344789,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.3,45.3,1,5774,0,0.4839559397496161,Medium Risk,2794.361596114283,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.84999999999998,167.3,1,3273,2,0.732098756286715,High Risk,2396.159229326418,New Customer At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount | Promote service bundle
Male,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.2,930.4,1,4922,2,0.7466241141689495,High Risk,3674.883889939569,New Customer At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount | Promote service bundle
Male,No,No,No,49,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),100.6,5069.65,1,5585,3,0.2218968853150406,Low Risk,1239.2941044845018,Loyal Customer,Offer security package | Provide pricing discount
Male,No,Yes,Yes,6,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.3,324.25,1,3878,2,0.12471530081573967,Low Risk,483.64593656343845,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.84999999999998,156.4,1,5378,0,0.7212328672191524,High Risk,3878.7903599046012,Valuable At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,No,No,No,35,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.35,3626.1,1,2473,4,0.26209314854980204,Low Risk,648.1563563636604,Loyal Customer,Provide free tech support trial | Offer security package | Provide pricing discount
Male,No,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),115.65,7968.85,1,5563,6,0.09574900502427225,Low Risk,532.6517149500265,Loyal Customer,Provide pricing discount
Male,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,79.84999999999998,152.45,1,3280,2,0.6016024362997958,Medium Risk,1973.2559910633304,Low Engagement At-Risk,Offer annual plan discount | Offer security package | Promote service bundle
Male,No,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,76.0,1130.85,1,4938,0,0.606799540383862,Medium Risk,2996.3761304155105,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Female,Yes,No,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.75,4323.45,1,2984,4,0.4861831716317514,Medium Risk,1450.770584149146,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount
Female,No,No,No,9,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.65,703.55,1,5900,4,0.44572826822187855,Medium Risk,2629.7967825090836,Loyal Customer,Offer annual plan discount | Provide free tech support trial
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.25,56.25,1,3065,1,0.5976977963864996,Medium Risk,1831.9437459246212,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,No,Yes,No,21,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.1,2249.95,1,3584,4,0.7137075163349107,High Risk,2557.92773854432,Price Sensitive,Offer annual plan discount | Offer security package | Provide pricing discount
Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.75,159.4,1,4038,1,0.6869731405573515,Medium Risk,2773.9975415705853,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.65,68.65,1,3052,0,0.6585171489563141,Medium Risk,2009.7943386146706,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
